route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
1,Tsawwassen,Swartz Bay,2017,04,27,18,00,Coastal Celebration,82
30,Tsawwassen,Duke Point,2017,04,03,07,45,Coastal Inspiration,119
4,Swartz Bay,Fulford Harbour,2017,03,24,07,00,Skeena Queen,34
30,Duke Point,Tsawwassen,2017,03,18,15,15,Coastal Inspiration,129
30,Tsawwassen,Duke Point,2017,03,02,10,15,Queen of Alberni,121
2,Horseshoe Bay,Departure Bay,2017,02,04,06,30,Queen of Oak Bay,94
1,Tsawwassen,Swartz Bay,2017,03,30,19,00,Spirit of British Columbia,100
30,Duke Point,Tsawwassen,2017,03,23,22,45,Queen of Alberni,120
4,Swartz Bay,Fulford Harbour,2017,02,20,21,00,Skeena Queen,26
3,Horseshoe Bay,Langdale,2017,02,10,14,35,Queen of Coquitlam,43
3,Langdale,Horseshoe Bay,2017,03,08,07,20,Queen of Coquitlam,38
1,Swartz Bay,Tsawwassen,2017,03,05,11,00,Coastal Celebration,90
30,Tsawwassen,Duke Point,2017,04,07,07,45,Coastal Inspiration,122
30,Duke Point,Tsawwassen,2017,04,09,10,15,Coastal Inspiration,121
3,Langdale,Horseshoe Bay,2017,02,28,17,50,Queen of Coquitlam,36
1,Tsawwassen,Swartz Bay,2017,02,24,15,00,Coastal Renaissance,86
1,Tsawwassen,Swartz Bay,2017,03,25,19,00,Spirit of British Columbia,168
4,Swartz Bay,Fulford Harbour,2017,03,04,19,00,Skeena Queen,36
3,Horseshoe Bay,Langdale,2017,04,04,16,50,Island Sky,46
2,Departure Bay,Horseshoe Bay,2017,04,30,19,00,Queen of Cowichan,134
2,Horseshoe Bay,Departure Bay,2017,03,31,06,30,Queen of Oak Bay,100
2,Departure Bay,Horseshoe Bay,2017,02,14,15,00,Queen of Cowichan,96
3,Horseshoe Bay,Langdale,2017,04,20,07,20,Queen of Surrey,46
30,Tsawwassen,Duke Point,2017,03,30,20,15,Queen of Alberni,119
3,Langdale,Horseshoe Bay,2017,02,24,15,45,Queen of Coquitlam,41
30,Tsawwassen,Duke Point,2017,03,17,22,45,Coastal Inspiration,120
8,Horseshoe Bay,Bowen Island,2017,03,07,09,00,Queen of Capilano,22
30,Duke Point,Tsawwassen,2017,02,28,20,15,Coastal Inspiration,123
3,Horseshoe Bay,Langdale,2017,03,23,19,50,Queen of Coquitlam,159
8,Horseshoe Bay,Bowen Island,2017,03,29,12,00,Queen of Capilano,34
3,Langdale,Horseshoe Bay,2017,03,26,20,45,Queen of Coquitlam,73
8,Horseshoe Bay,Bowen Island,2017,03,06,08,00,Queen of Capilano,32
30,Tsawwassen,Duke Point,2017,04,14,20,15,Queen of Alberni,124
30,Tsawwassen,Duke Point,2017,03,24,05,15,Queen of Alberni,119
8,Horseshoe Bay,Bowen Island,2017,04,24,10,00,Queen of Capilano,46
3,Horseshoe Bay,Langdale,2017,04,01,15,50,Queen of Coquitlam,36
2,Horseshoe Bay,Departure Bay,2017,02,28,19,00,Queen of Oak Bay,96
8,Horseshoe Bay,Bowen Island,2017,03,31,21,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,04,04,20,30,Queen of Capilano,16
2,Departure Bay,Horseshoe Bay,2017,03,05,15,00,Queen of Cowichan,100
4,Swartz Bay,Fulford Harbour,2017,02,17,11,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2017,04,05,14,25,Queen of Capilano,21
1,Swartz Bay,Tsawwassen,2017,04,30,08,00,Coastal Celebration,90
4,Swartz Bay,Fulford Harbour,2017,04,24,13,00,Skeena Queen,24
3,Langdale,Horseshoe Bay,2017,02,06,07,20,Queen of Coquitlam,38
3,Horseshoe Bay,Langdale,2017,03,05,08,20,Queen of Coquitlam,36
4,Swartz Bay,Fulford Harbour,2017,02,25,11,00,Skeena Queen,30
4,Swartz Bay,Fulford Harbour,2017,02,06,17,00,Bowen Queen,32
3,Langdale,Horseshoe Bay,2017,03,15,11,25,Queen of Coquitlam,39
1,Swartz Bay,Tsawwassen,2017,04,09,07,00,Spirit of Vancouver Island,92
3,Langdale,Horseshoe Bay,2017,02,11,11,25,Queen of Coquitlam,41
2,Horseshoe Bay,Departure Bay,2017,02,03,15,00,Queen of Oak Bay,100
2,Horseshoe Bay,Departure Bay,2017,03,07,19,00,Queen of Oak Bay,98
2,Departure Bay,Horseshoe Bay,2017,04,17,12,30,Queen of Oak Bay,114
2,Horseshoe Bay,Departure Bay,2017,02,01,17,00,Queen of Cowichan,98
8,Horseshoe Bay,Bowen Island,2017,03,14,21,30,Queen of Capilano,16
3,Horseshoe Bay,Langdale,2017,03,12,14,35,Queen of Coquitlam,39
30,Tsawwassen,Duke Point,2017,04,24,22,45,Coastal Renaissance,120
4,Swartz Bay,Fulford Harbour,2017,04,27,15,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2017,03,18,13,35,Queen of Surrey,45
2,Horseshoe Bay,Departure Bay,2017,03,31,12,30,Queen of Cowichan,116
3,Langdale,Horseshoe Bay,2017,03,04,08,25,Queen of Surrey,39
2,Horseshoe Bay,Departure Bay,2017,04,19,21,00,Queen of Cowichan,98
2,Horseshoe Bay,Departure Bay,2017,03,11,15,00,Queen of Oak Bay,98
1,Swartz Bay,Tsawwassen,2017,04,28,18,00,Queen of New Westminster,88
1,Tsawwassen,Swartz Bay,2017,02,04,09,00,Coastal Celebration,94
8,Horseshoe Bay,Bowen Island,2017,02,06,09,00,Queen of Capilano,26
8,Horseshoe Bay,Bowen Island,2017,04,03,09,00,Queen of Capilano,26
1,Swartz Bay,Tsawwassen,2017,03,30,19,00,Coastal Renaissance,94
3,Langdale,Horseshoe Bay,2017,02,25,14,45,Queen of Surrey,39
2,Departure Bay,Horseshoe Bay,2017,04,24,21,00,Queen of Coquitlam,96
8,Horseshoe Bay,Bowen Island,2017,02,23,09,00,Queen of Capilano,40
3,Langdale,Horseshoe Bay,2017,04,05,14,45,Queen of Coquitlam,37
2,Horseshoe Bay,Departure Bay,2017,04,14,19,00,Queen of Oak Bay,122
30,Tsawwassen,Duke Point,2017,02,12,12,45,Coastal Inspiration,118
3,Horseshoe Bay,Langdale,2017,04,02,19,05,Island Sky,47
30,Tsawwassen,Duke Point,2017,04,28,07,45,Coastal Renaissance,119
2,Departure Bay,Horseshoe Bay,2017,02,14,17,00,Queen of Oak Bay,104
3,Horseshoe Bay,Langdale,2017,04,01,07,20,Queen of Coquitlam,36
4,Swartz Bay,Fulford Harbour,2017,04,18,09,00,Skeena Queen,34
1,Swartz Bay,Tsawwassen,2017,04,28,19,00,Spirit of Vancouver Island,92
2,Departure Bay,Horseshoe Bay,2017,02,02,10,30,Queen of Cowichan,98
3,Horseshoe Bay,Langdale,2017,03,15,06,20,Queen of Coquitlam,38
30,Tsawwassen,Duke Point,2017,04,15,15,15,Queen of Alberni,119
30,Duke Point,Tsawwassen,2017,04,21,12,45,Queen of Alberni,115
2,Horseshoe Bay,Departure Bay,2017,03,13,10,30,Queen of Oak Bay,106
1,Swartz Bay,Tsawwassen,2017,04,11,13,00,Spirit of British Columbia,90
8,Horseshoe Bay,Bowen Island,2017,02,19,11,00,Queen of Capilano,28
2,Horseshoe Bay,Departure Bay,2017,04,04,06,30,Queen of Oak Bay,98
2,Horseshoe Bay,Departure Bay,2017,04,17,21,00,Coastal Renaissance,104
30,Tsawwassen,Duke Point,2017,04,20,10,15,Queen of Alberni,117
3,Horseshoe Bay,Langdale,2017,02,01,08,20,Queen of Coquitlam,50
3,Horseshoe Bay,Langdale,2017,02,12,14,35,Queen of Coquitlam,41
1,Tsawwassen,Swartz Bay,2017,03,03,18,00,Queen of New Westminster,92
2,Horseshoe Bay,Departure Bay,2017,04,18,15,00,Queen of Oak Bay,102
2,Departure Bay,Horseshoe Bay,2017,03,29,21,00,Queen of Oak Bay,100
30,Duke Point,Tsawwassen,2017,04,21,17,45,Queen of Alberni,119
1,Tsawwassen,Swartz Bay,2017,04,08,16,00,Coastal Renaissance,98
8,Horseshoe Bay,Bowen Island,2017,03,11,15,30,Queen of Capilano,18
30,Duke Point,Tsawwassen,2017,04,21,20,15,Coastal Renaissance,125
30,Duke Point,Tsawwassen,2017,02,09,10,15,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2017,03,27,08,00,Queen of Capilano,26
30,Tsawwassen,Duke Point,2017,03,08,15,15,Queen of Alberni,119
1,Swartz Bay,Tsawwassen,2017,02,13,12,00,Coastal Renaissance,92
1,Tsawwassen,Swartz Bay,2017,02,28,19,00,Coastal Renaissance,94
8,Horseshoe Bay,Bowen Island,2017,03,05,15,30,Queen of Capilano,16
4,Swartz Bay,Fulford Harbour,2017,04,26,15,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2017,03,07,17,30,Queen of Capilano,16
3,Langdale,Horseshoe Bay,2017,02,20,06,20,Queen of Surrey,40
4,Swartz Bay,Fulford Harbour,2017,04,23,21,00,Skeena Queen,30
3,Langdale,Horseshoe Bay,2017,02,27,07,20,Queen of Coquitlam,40
2,Horseshoe Bay,Departure Bay,2017,03,24,17,00,Queen of Cowichan,120
2,Horseshoe Bay,Departure Bay,2017,03,29,19,00,Queen of Oak Bay,108
3,Horseshoe Bay,Langdale,2017,02,22,21,45,Queen of Surrey,37
8,Horseshoe Bay,Bowen Island,2017,04,14,17,30,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2017,03,27,06,20,Queen of Coquitlam,40
30,Tsawwassen,Duke Point,2017,02,13,12,45,Coastal Inspiration,121
30,Duke Point,Tsawwassen,2017,02,12,20,15,Coastal Inspiration,119
30,Tsawwassen,Duke Point,2017,02,08,15,15,Queen of New Westminster,123
30,Tsawwassen,Duke Point,2017,04,13,12,45,Coastal Inspiration,121
2,Departure Bay,Horseshoe Bay,2017,04,19,12,30,Queen of Oak Bay,112
1,Swartz Bay,Tsawwassen,2017,03,21,21,00,Spirit of British Columbia,90
2,Departure Bay,Horseshoe Bay,2017,03,13,17,00,Queen of Oak Bay,100
3,Langdale,Horseshoe Bay,2017,03,12,12,35,Queen of Surrey,39
2,Departure Bay,Horseshoe Bay,2017,03,04,21,00,Queen of Oak Bay,100
3,Horseshoe Bay,Langdale,2017,02,16,09,25,Queen of Surrey,43
1,Tsawwassen,Swartz Bay,2017,03,12,11,00,Coastal Renaissance,92
8,Horseshoe Bay,Bowen Island,2017,04,12,06,00,Queen of Capilano,16
4,Swartz Bay,Fulford Harbour,2017,04,03,19,00,Skeena Queen,30
4,Swartz Bay,Fulford Harbour,2017,04,19,19,00,Skeena Queen,24
4,Swartz Bay,Fulford Harbour,2017,03,08,17,00,Skeena Queen,36
4,Swartz Bay,Fulford Harbour,2017,04,17,21,00,Skeena Queen,24
8,Horseshoe Bay,Bowen Island,2017,03,14,08,00,Queen of Capilano,24
30,Duke Point,Tsawwassen,2017,04,24,12,45,Queen of Alberni,115
30,Tsawwassen,Duke Point,2017,04,23,17,45,Coastal Renaissance,118
1,Tsawwassen,Swartz Bay,2017,04,22,11,00,Spirit of British Columbia,94
3,Horseshoe Bay,Langdale,2017,02,24,17,50,Queen of Surrey,38
30,Duke Point,Tsawwassen,2017,02,14,10,15,Coastal Inspiration,123
3,Horseshoe Bay,Langdale,2017,02,09,10,25,Queen of Coquitlam,39
3,Langdale,Horseshoe Bay,2017,03,07,20,45,Queen of Surrey,41
3,Langdale,Horseshoe Bay,2017,04,08,20,45,Queen of Coquitlam,37
30,Tsawwassen,Duke Point,2017,04,03,22,45,Coastal Inspiration,120
4,Swartz Bay,Fulford Harbour,2017,02,08,21,00,Skeena Queen,30
2,Horseshoe Bay,Departure Bay,2017,02,10,08,30,Queen of Cowichan,100
3,Horseshoe Bay,Langdale,2017,03,08,08,20,Queen of Coquitlam,38
30,Duke Point,Tsawwassen,2017,02,27,20,15,Coastal Inspiration,127
3,Horseshoe Bay,Langdale,2017,02,20,16,50,Queen of Coquitlam,42
1,Tsawwassen,Swartz Bay,2017,02,03,10,00,Spirit of British Columbia,102
30,Tsawwassen,Duke Point,2017,02,10,05,15,Queen of New Westminster,123
2,Horseshoe Bay,Departure Bay,2017,03,21,10,30,Queen of Oak Bay,102
2,Horseshoe Bay,Departure Bay,2017,03,27,06,30,Queen of Oak Bay,98
2,Horseshoe Bay,Departure Bay,2017,02,15,12,30,Queen of Cowichan,108
30,Tsawwassen,Duke Point,2017,02,04,10,15,Queen of New Westminster,119
1,Swartz Bay,Tsawwassen,2017,02,07,09,00,Coastal Renaissance,90
3,Horseshoe Bay,Langdale,2017,03,01,07,20,Queen of Surrey,40
3,Langdale,Horseshoe Bay,2017,02,13,11,25,Queen of Coquitlam,45
2,Horseshoe Bay,Departure Bay,2017,02,14,06,30,Queen of Oak Bay,98
4,Swartz Bay,Fulford Harbour,2017,03,08,21,00,Skeena Queen,26
3,Horseshoe Bay,Langdale,2017,03,17,13,35,Queen of Surrey,46
1,Tsawwassen,Swartz Bay,2017,02,25,21,00,Coastal Celebration,88
30,Tsawwassen,Duke Point,2017,02,12,17,45,Coastal Inspiration,119
4,Swartz Bay,Fulford Harbour,2017,02,14,21,00,Skeena Queen,28
8,Horseshoe Bay,Bowen Island,2017,03,05,17,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,02,24,09,00,Queen of Capilano,26
30,Duke Point,Tsawwassen,2017,04,28,22,45,Queen of Alberni,129
3,Horseshoe Bay,Langdale,2017,02,26,11,30,Queen of Surrey,38
2,Departure Bay,Horseshoe Bay,2017,04,20,10,30,Queen of Cowichan,102
3,Horseshoe Bay,Langdale,2017,03,27,17,50,Queen of Coquitlam,41
8,Horseshoe Bay,Bowen Island,2017,02,09,20,30,Queen of Capilano,18
30,Duke Point,Tsawwassen,2017,04,23,17,45,Queen of Alberni,119
30,Duke Point,Tsawwassen,2017,03,30,22,45,Queen of Alberni,120
8,Horseshoe Bay,Bowen Island,2017,04,01,06,00,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2017,04,05,07,00,Skeena Queen,34
30,Tsawwassen,Duke Point,2017,03,04,05,15,Queen of Alberni,121
30,Tsawwassen,Duke Point,2017,03,16,05,15,Queen of Alberni,123
1,Tsawwassen,Swartz Bay,2017,03,28,19,00,Spirit of British Columbia,96
1,Tsawwassen,Swartz Bay,2017,04,14,10,00,Coastal Celebration,90
30,Tsawwassen,Duke Point,2017,02,24,15,15,Queen of Alberni,123
8,Horseshoe Bay,Bowen Island,2017,02,14,08,00,Queen of Capilano,26
3,Langdale,Horseshoe Bay,2017,04,13,20,45,Queen of Surrey,75
3,Horseshoe Bay,Langdale,2017,03,08,15,50,Queen of Surrey,36
3,Horseshoe Bay,Langdale,2017,04,05,13,35,Queen of Coquitlam,35
3,Horseshoe Bay,Langdale,2017,03,02,08,20,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,03,01,10,25,Queen of Surrey,43
3,Horseshoe Bay,Langdale,2017,03,06,15,50,Queen of Surrey,38
8,Horseshoe Bay,Bowen Island,2017,04,30,11,00,Queen of Capilano,28
8,Horseshoe Bay,Bowen Island,2017,03,30,06,00,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,03,24,09,00,Queen of Capilano,20
4,Swartz Bay,Fulford Harbour,2017,03,20,13,00,Skeena Queen,40
30,Duke Point,Tsawwassen,2017,03,30,10,15,Coastal Inspiration,121
3,Horseshoe Bay,Langdale,2017,03,10,13,35,Queen of Surrey,36
2,Departure Bay,Horseshoe Bay,2017,03,13,15,00,Queen of Cowichan,96
3,Langdale,Horseshoe Bay,2017,03,14,06,20,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2017,03,24,19,05,Island Sky,71
2,Departure Bay,Horseshoe Bay,2017,04,04,08,30,Queen of Oak Bay,100
30,Tsawwassen,Duke Point,2017,03,07,07,45,Coastal Inspiration,123
2,Horseshoe Bay,Departure Bay,2017,03,11,19,00,Queen of Oak Bay,98
2,Departure Bay,Horseshoe Bay,2017,03,07,21,00,Queen of Oak Bay,100
3,Langdale,Horseshoe Bay,2017,02,13,15,45,Queen of Coquitlam,41
2,Horseshoe Bay,Departure Bay,2017,02,03,12,30,Queen of Cowichan,116
3,Horseshoe Bay,Langdale,2017,02,05,17,50,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2017,04,04,09,00,Queen of Capilano,26
3,Langdale,Horseshoe Bay,2017,02,13,13,35,Queen of Coquitlam,43
30,Duke Point,Tsawwassen,2017,04,17,10,15,Coastal Inspiration,123
1,Swartz Bay,Tsawwassen,2017,04,15,19,00,Spirit of Vancouver Island,90
8,Horseshoe Bay,Bowen Island,2017,03,18,10,00,Queen of Capilano,20
3,Horseshoe Bay,Langdale,2017,02,11,10,25,Queen of Coquitlam,41
1,Swartz Bay,Tsawwassen,2017,02,04,17,00,Coastal Renaissance,90
4,Swartz Bay,Fulford Harbour,2017,03,17,17,00,Skeena Queen,38
4,Swartz Bay,Fulford Harbour,2017,03,14,11,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2017,03,19,18,50,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,02,14,11,00,Queen of Capilano,46
2,Departure Bay,Horseshoe Bay,2017,03,31,06,30,Queen of Cowichan,96
30,Tsawwassen,Duke Point,2017,03,27,07,45,Coastal Inspiration,123
3,Horseshoe Bay,Langdale,2017,04,07,09,25,Queen of Coquitlam,37
1,Tsawwassen,Swartz Bay,2017,04,02,13,00,Coastal Renaissance,92
3,Horseshoe Bay,Langdale,2017,03,04,21,45,Queen of Surrey,39
3,Horseshoe Bay,Langdale,2017,02,03,21,45,Queen of Surrey,36
2,Horseshoe Bay,Departure Bay,2017,02,11,06,30,Queen of Oak Bay,102
8,Horseshoe Bay,Bowen Island,2017,04,07,08,00,Queen of Capilano,20
30,Tsawwassen,Duke Point,2017,03,07,20,15,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2017,02,25,06,20,Queen of Coquitlam,38
30,Duke Point,Tsawwassen,2017,03,23,10,15,Coastal Inspiration,121
3,Horseshoe Bay,Langdale,2017,04,06,09,25,Queen of Coquitlam,35
4,Swartz Bay,Fulford Harbour,2017,03,28,07,00,Skeena Queen,40
4,Swartz Bay,Fulford Harbour,2017,02,02,17,00,Bowen Queen,44
3,Horseshoe Bay,Langdale,2017,02,09,09,25,Queen of Surrey,41
3,Horseshoe Bay,Langdale,2017,03,06,13,35,Queen of Surrey,39
30,Duke Point,Tsawwassen,2017,04,14,12,45,Queen of Alberni,115
8,Horseshoe Bay,Bowen Island,2017,04,22,06,00,Queen of Capilano,20
1,Tsawwassen,Swartz Bay,2017,02,09,09,00,Coastal Celebration,96
3,Langdale,Horseshoe Bay,2017,02,15,17,50,Queen of Coquitlam,38
3,Horseshoe Bay,Langdale,2017,03,14,10,25,Queen of Coquitlam,37
2,Departure Bay,Horseshoe Bay,2017,03,14,12,30,Queen of Oak Bay,104
1,Swartz Bay,Tsawwassen,2017,02,17,19,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2017,03,27,06,00,Island Sky,44
2,Departure Bay,Horseshoe Bay,2017,03,10,21,00,Queen of Oak Bay,112
2,Departure Bay,Horseshoe Bay,2017,02,28,06,30,Queen of Cowichan,98
30,Duke Point,Tsawwassen,2017,03,09,07,45,Queen of Alberni,121
30,Duke Point,Tsawwassen,2017,02,07,07,45,Queen of New Westminster,119
1,Swartz Bay,Tsawwassen,2017,02,23,19,00,Coastal Celebration,98
1,Tsawwassen,Swartz Bay,2017,03,02,21,00,Coastal Celebration,100
1,Tsawwassen,Swartz Bay,2017,03,20,21,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2017,02,26,06,20,Queen of Coquitlam,38
2,Departure Bay,Horseshoe Bay,2017,02,07,06,30,Queen of Cowichan,102
2,Horseshoe Bay,Departure Bay,2017,03,09,08,30,Queen of Cowichan,96
3,Langdale,Horseshoe Bay,2017,02,27,16,50,Queen of Surrey,42
3,Horseshoe Bay,Langdale,2017,03,14,08,20,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,04,17,15,30,Queen of Capilano,29
3,Horseshoe Bay,Langdale,2017,03,23,19,05,Island Sky,119
3,Langdale,Horseshoe Bay,2017,02,08,09,25,Queen of Coquitlam,35
3,Langdale,Horseshoe Bay,2017,02,20,15,45,Queen of Coquitlam,37
2,Departure Bay,Horseshoe Bay,2017,04,01,10,30,Queen of Cowichan,104
2,Departure Bay,Horseshoe Bay,2017,02,13,15,00,Queen of Cowichan,100
1,Swartz Bay,Tsawwassen,2017,04,26,07,00,Spirit of Vancouver Island,94
3,Langdale,Horseshoe Bay,2017,02,08,07,20,Queen of Coquitlam,40
4,Swartz Bay,Fulford Harbour,2017,02,22,09,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2017,04,12,15,30,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2017,02,03,06,00,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2017,02,11,16,30,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2017,04,17,18,00,Queen of New Westminster,106
30,Tsawwassen,Duke Point,2017,03,02,15,15,Queen of Alberni,119
30,Tsawwassen,Duke Point,2017,03,26,12,45,Coastal Inspiration,122
4,Swartz Bay,Fulford Harbour,2017,02,08,17,00,Skeena Queen,38
8,Horseshoe Bay,Bowen Island,2017,04,03,17,30,Queen of Capilano,20
4,Swartz Bay,Fulford Harbour,2017,03,20,17,00,Skeena Queen,34
1,Tsawwassen,Swartz Bay,2017,03,27,19,00,Spirit of British Columbia,94
30,Tsawwassen,Duke Point,2017,02,07,10,15,Queen of New Westminster,119
3,Horseshoe Bay,Langdale,2017,03,03,16,50,Queen of Coquitlam,40
8,Horseshoe Bay,Bowen Island,2017,04,21,12,00,Queen of Capilano,34
1,Swartz Bay,Tsawwassen,2017,02,17,07,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2017,03,24,19,50,Queen of Coquitlam,92
1,Swartz Bay,Tsawwassen,2017,03,02,13,00,Coastal Renaissance,92
2,Horseshoe Bay,Departure Bay,2017,03,26,17,00,Queen of Cowichan,112
30,Tsawwassen,Duke Point,2017,02,28,22,45,Coastal Inspiration,120
30,Tsawwassen,Duke Point,2017,04,28,05,15,Queen of Alberni,119
30,Tsawwassen,Duke Point,2017,03,29,22,45,Coastal Inspiration,120
30,Tsawwassen,Duke Point,2017,03,27,10,15,Queen of Alberni,119
1,Tsawwassen,Swartz Bay,2017,04,30,22,00,Coastal Celebration,84
8,Horseshoe Bay,Bowen Island,2017,03,30,18,30,Queen of Capilano,24
2,Departure Bay,Horseshoe Bay,2017,04,20,12,30,Queen of Oak Bay,118
1,Tsawwassen,Swartz Bay,2017,02,14,15,00,Coastal Renaissance,88
4,Swartz Bay,Fulford Harbour,2017,04,02,11,00,Skeena Queen,34
2,Horseshoe Bay,Departure Bay,2017,04,23,06,30,Queen of Oak Bay,98
3,Horseshoe Bay,Langdale,2017,02,15,09,25,Queen of Surrey,45
3,Langdale,Horseshoe Bay,2017,04,20,14,45,Queen of Surrey,91
1,Tsawwassen,Swartz Bay,2017,02,06,13,00,Coastal Celebration,94
1,Swartz Bay,Tsawwassen,2017,02,22,15,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2017,02,02,08,20,Queen of Coquitlam,38
3,Horseshoe Bay,Langdale,2017,03,09,11,30,Queen of Surrey,38
8,Horseshoe Bay,Bowen Island,2017,03,30,07,00,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,04,09,10,00,Queen of Capilano,16
8,Horseshoe Bay,Bowen Island,2017,02,17,06,00,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2017,02,07,21,00,Coastal Renaissance,86
3,Horseshoe Bay,Langdale,2017,04,05,11,30,Queen of Coquitlam,34
30,Duke Point,Tsawwassen,2017,04,24,07,45,Queen of Alberni,121
4,Swartz Bay,Fulford Harbour,2017,04,02,17,00,Skeena Queen,36
3,Langdale,Horseshoe Bay,2017,03,11,16,50,Queen of Surrey,40
3,Langdale,Horseshoe Bay,2017,03,05,08,25,Queen of Surrey,39
3,Langdale,Horseshoe Bay,2017,02,02,20,45,Queen of Surrey,37
30,Duke Point,Tsawwassen,2017,04,04,12,45,Queen of Alberni,117
8,Horseshoe Bay,Bowen Island,2017,02,13,08,00,Queen of Capilano,30
4,Swartz Bay,Fulford Harbour,2017,04,29,15,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2017,03,05,12,30,Queen of Coquitlam,36
1,Swartz Bay,Tsawwassen,2017,03,16,16,00,Coastal Celebration,92
3,Langdale,Horseshoe Bay,2017,02,10,09,25,Queen of Coquitlam,39
2,Departure Bay,Horseshoe Bay,2017,02,04,08,30,Queen of Oak Bay,104
1,Tsawwassen,Swartz Bay,2017,04,23,09,00,Spirit of Vancouver Island,92
4,Swartz Bay,Fulford Harbour,2017,03,19,13,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2017,03,11,18,50,Queen of Coquitlam,40
3,Horseshoe Bay,Langdale,2017,03,02,21,45,Queen of Surrey,35
1,Swartz Bay,Tsawwassen,2017,04,13,11,00,Spirit of Vancouver Island,92
4,Swartz Bay,Fulford Harbour,2017,04,12,07,00,Skeena Queen,32
2,Horseshoe Bay,Departure Bay,2017,03,08,08,30,Queen of Cowichan,96
30,Duke Point,Tsawwassen,2017,02,08,17,45,Queen of New Westminster,135
30,Tsawwassen,Duke Point,2017,04,15,10,15,Queen of Alberni,119
3,Langdale,Horseshoe Bay,2017,03,14,13,35,Queen of Coquitlam,35
3,Langdale,Horseshoe Bay,2017,04,03,08,25,Queen of Coquitlam,41
1,Tsawwassen,Swartz Bay,2017,03,15,13,00,Spirit of Vancouver Island,96
1,Tsawwassen,Swartz Bay,2017,04,20,15,00,Spirit of British Columbia,90
2,Horseshoe Bay,Departure Bay,2017,04,16,21,00,Coastal Renaissance,100
8,Horseshoe Bay,Bowen Island,2017,02,05,15,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,03,30,19,30,Queen of Capilano,22
4,Swartz Bay,Fulford Harbour,2017,02,08,19,00,Skeena Queen,32
1,Swartz Bay,Tsawwassen,2017,03,17,16,00,Coastal Celebration,90
30,Duke Point,Tsawwassen,2017,04,12,05,15,Coastal Inspiration,123
3,Langdale,Horseshoe Bay,2017,03,02,13,35,Queen of Coquitlam,39
2,Horseshoe Bay,Departure Bay,2017,03,16,06,30,Queen of Oak Bay,96
30,Duke Point,Tsawwassen,2017,03,27,05,15,Coastal Inspiration,125
3,Langdale,Horseshoe Bay,2017,02,23,11,25,Queen of Coquitlam,39
30,Tsawwassen,Duke Point,2017,03,06,20,15,Queen of Alberni,121
4,Swartz Bay,Fulford Harbour,2017,02,05,19,00,Bowen Queen,30
30,Duke Point,Tsawwassen,2017,02,01,12,45,Queen of New Westminster,119
1,Tsawwassen,Swartz Bay,2017,04,21,09,00,Spirit of Vancouver Island,92
4,Swartz Bay,Fulford Harbour,2017,02,23,19,00,Skeena Queen,32
1,Swartz Bay,Tsawwassen,2017,03,17,13,00,Spirit of British Columbia,92
1,Swartz Bay,Tsawwassen,2017,02,19,19,45,Queen of New Westminster,101
2,Horseshoe Bay,Departure Bay,2017,04,14,17,00,Coastal Renaissance,96
8,Horseshoe Bay,Bowen Island,2017,04,20,09,00,Queen of Capilano,32
1,Tsawwassen,Swartz Bay,2017,03,09,17,00,Coastal Celebration,92
3,Horseshoe Bay,Langdale,2017,03,08,11,30,Queen of Surrey,38
1,Tsawwassen,Swartz Bay,2017,03,09,18,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2017,04,16,17,50,Queen of Surrey,46
4,Swartz Bay,Fulford Harbour,2017,04,13,21,00,Skeena Queen,28
