route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
2,Departure Bay,Horseshoe Bay,2017,02,09,08,30,Queen of Oak Bay,104
30,Tsawwassen,Duke Point,2017,03,09,17,45,Coastal Inspiration,125
1,Swartz Bay,Tsawwassen,2017,03,05,15,00,Coastal Celebration,88
3,Langdale,Horseshoe Bay,2017,03,11,12,35,Queen of Surrey,37
8,Horseshoe Bay,Bowen Island,2017,03,11,14,25,Queen of Capilano,17
1,Tsawwassen,Swartz Bay,2017,03,31,14,00,Queen of New Westminster,88
2,Departure Bay,Horseshoe Bay,2017,03,23,19,00,Queen of Cowichan,106
3,Langdale,Horseshoe Bay,2017,04,21,06,20,Queen of Surrey,38
1,Tsawwassen,Swartz Bay,2017,03,04,11,00,Coastal Renaissance,90
3,Horseshoe Bay,Langdale,2017,02,04,11,30,Queen of Surrey,42
1,Tsawwassen,Swartz Bay,2017,02,19,21,00,Coastal Celebration,106
8,Horseshoe Bay,Bowen Island,2017,02,02,21,30,Queen of Capilano,24
3,Langdale,Horseshoe Bay,2017,02,09,13,35,Queen of Coquitlam,35
8,Horseshoe Bay,Bowen Island,2017,03,03,21,30,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2017,03,11,21,00,Coastal Renaissance,86
2,Departure Bay,Horseshoe Bay,2017,04,07,21,00,Queen of Oak Bay,118
30,Duke Point,Tsawwassen,2017,03,04,10,15,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2017,03,18,17,30,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2017,04,01,11,00,Coastal Renaissance,94
8,Horseshoe Bay,Bowen Island,2017,04,09,08,00,Queen of Capilano,20
30,Duke Point,Tsawwassen,2017,03,07,10,15,Coastal Inspiration,121
3,Langdale,Horseshoe Bay,2017,02,27,10,25,Queen of Surrey,41
3,Horseshoe Bay,Langdale,2017,02,10,11,30,Queen of Surrey,37
1,Swartz Bay,Tsawwassen,2017,03,12,09,00,Coastal Renaissance,90
1,Tsawwassen,Swartz Bay,2017,04,16,16,00,Queen of New Westminster,92
2,Horseshoe Bay,Departure Bay,2017,02,01,19,00,Queen of Oak Bay,100
2,Horseshoe Bay,Departure Bay,2017,04,10,08,30,Queen of Cowichan,100
8,Horseshoe Bay,Bowen Island,2017,04,01,21,30,Queen of Capilano,16
3,Horseshoe Bay,Langdale,2017,02,22,09,25,Queen of Surrey,39
2,Horseshoe Bay,Departure Bay,2017,03,14,06,30,Queen of Oak Bay,98
3,Langdale,Horseshoe Bay,2017,02,26,17,50,Queen of Coquitlam,38
30,Tsawwassen,Duke Point,2017,02,17,17,45,Coastal Inspiration,119
3,Horseshoe Bay,Langdale,2017,02,22,15,50,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2017,04,23,20,45,Queen of Surrey,45
3,Langdale,Horseshoe Bay,2017,02,21,09,25,Queen of Coquitlam,37
4,Swartz Bay,Fulford Harbour,2017,02,21,19,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2017,03,29,21,30,Queen of Capilano,16
1,Tsawwassen,Swartz Bay,2017,04,17,19,00,Spirit of British Columbia,98
8,Horseshoe Bay,Bowen Island,2017,03,21,07,00,Queen of Capilano,20
30,Tsawwassen,Duke Point,2017,04,19,07,45,Coastal Inspiration,123
1,Tsawwassen,Swartz Bay,2017,02,08,17,00,Coastal Celebration,92
4,Swartz Bay,Fulford Harbour,2017,03,06,07,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2017,02,28,12,30,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,02,20,06,00,Queen of Capilano,18
1,Tsawwassen,Swartz Bay,2017,02,20,07,00,Coastal Renaissance,90
2,Departure Bay,Horseshoe Bay,2017,02,11,08,30,Queen of Oak Bay,112
8,Horseshoe Bay,Bowen Island,2017,04,18,14,25,Queen of Capilano,17
3,Horseshoe Bay,Langdale,2017,04,16,11,30,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2017,04,07,21,45,Queen of Coquitlam,51
4,Swartz Bay,Fulford Harbour,2017,03,06,15,00,Skeena Queen,36
1,Swartz Bay,Tsawwassen,2017,02,12,19,00,Coastal Celebration,94
8,Horseshoe Bay,Bowen Island,2017,03,09,16,30,Queen of Capilano,24
3,Langdale,Horseshoe Bay,2017,04,06,14,45,Queen of Coquitlam,35
4,Swartz Bay,Fulford Harbour,2017,04,21,07,00,Skeena Queen,28
1,Swartz Bay,Tsawwassen,2017,02,04,09,00,Coastal Renaissance,88
4,Swartz Bay,Fulford Harbour,2017,02,07,15,00,Skeena Queen,34
1,Swartz Bay,Tsawwassen,2017,04,08,07,00,Spirit of Vancouver Island,94
2,Departure Bay,Horseshoe Bay,2017,02,04,17,00,Queen of Oak Bay,104
2,Departure Bay,Horseshoe Bay,2017,03,25,10,30,Queen of Cowichan,98
8,Horseshoe Bay,Bowen Island,2017,02,10,10,00,Queen of Capilano,34
30,Tsawwassen,Duke Point,2017,02,06,12,45,Coastal Inspiration,121
3,Horseshoe Bay,Langdale,2017,02,23,10,25,Queen of Coquitlam,35
30,Duke Point,Tsawwassen,2017,02,07,15,15,Coastal Inspiration,125
1,Tsawwassen,Swartz Bay,2017,04,14,13,00,Spirit of Vancouver Island,92
3,Langdale,Horseshoe Bay,2017,03,14,19,50,Queen of Coquitlam,38
2,Departure Bay,Horseshoe Bay,2017,02,09,10,30,Queen of Cowichan,102
3,Langdale,Horseshoe Bay,2017,04,06,10,25,Queen of Coquitlam,37
2,Horseshoe Bay,Departure Bay,2017,03,26,08,30,Queen of Cowichan,94
30,Duke Point,Tsawwassen,2017,02,15,05,15,Coastal Inspiration,121
1,Tsawwassen,Swartz Bay,2017,04,02,16,00,Queen of New Westminster,86
1,Tsawwassen,Swartz Bay,2017,04,26,11,00,Spirit of British Columbia,100
2,Departure Bay,Horseshoe Bay,2017,03,09,17,00,Queen of Oak Bay,100
1,Tsawwassen,Swartz Bay,2017,03,02,19,00,Coastal Renaissance,94
30,Tsawwassen,Duke Point,2017,03,14,05,15,Queen of Alberni,121
3,Horseshoe Bay,Langdale,2017,03,01,19,50,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2017,02,21,07,20,Queen of Surrey,42
30,Duke Point,Tsawwassen,2017,03,28,20,15,Coastal Inspiration,123
30,Tsawwassen,Duke Point,2017,02,06,15,15,Queen of New Westminster,125
3,Horseshoe Bay,Langdale,2017,03,31,19,05,Island Sky,69
3,Langdale,Horseshoe Bay,2017,03,24,20,10,Island Sky,72
30,Tsawwassen,Duke Point,2017,04,10,12,45,Coastal Inspiration,123
8,Horseshoe Bay,Bowen Island,2017,04,06,07,00,Queen of Capilano,16
4,Swartz Bay,Fulford Harbour,2017,04,07,15,00,Skeena Queen,38
30,Duke Point,Tsawwassen,2017,02,13,05,15,Coastal Inspiration,131
1,Tsawwassen,Swartz Bay,2017,04,26,17,00,Spirit of Vancouver Island,102
30,Tsawwassen,Duke Point,2017,04,01,17,45,Coastal Inspiration,115
2,Horseshoe Bay,Departure Bay,2017,04,22,08,30,Queen of Cowichan,98
30,Duke Point,Tsawwassen,2017,02,18,17,45,Queen of Alberni,121
4,Swartz Bay,Fulford Harbour,2017,03,03,07,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2017,04,09,17,45,Coastal Inspiration,151
1,Tsawwassen,Swartz Bay,2017,03,30,09,00,Coastal Renaissance,92
1,Tsawwassen,Swartz Bay,2017,03,30,11,00,Spirit of British Columbia,94
3,Langdale,Horseshoe Bay,2017,04,04,15,45,Island Sky,43
4,Swartz Bay,Fulford Harbour,2017,02,04,07,00,Bowen Queen,32
8,Horseshoe Bay,Bowen Island,2017,03,04,16,30,Queen of Capilano,16
3,Langdale,Horseshoe Bay,2017,04,30,14,45,Queen of Surrey,43
30,Duke Point,Tsawwassen,2017,02,19,10,15,Coastal Inspiration,121
2,Departure Bay,Horseshoe Bay,2017,04,03,21,00,Queen of Oak Bay,124
8,Horseshoe Bay,Bowen Island,2017,04,09,17,30,Queen of Capilano,20
2,Horseshoe Bay,Departure Bay,2017,04,01,21,00,Queen of Cowichan,104
3,Langdale,Horseshoe Bay,2017,04,01,20,10,Island Sky,42
1,Swartz Bay,Tsawwassen,2017,04,22,19,00,Spirit of Vancouver Island,88
30,Tsawwassen,Duke Point,2017,03,02,22,45,Coastal Inspiration,120
1,Tsawwassen,Swartz Bay,2017,03,11,19,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2017,03,18,06,00,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2017,03,14,14,45,Queen of Surrey,39
1,Tsawwassen,Swartz Bay,2017,03,16,21,00,Spirit of Vancouver Island,88
30,Tsawwassen,Duke Point,2017,03,04,10,15,Queen of Alberni,121
3,Horseshoe Bay,Langdale,2017,03,16,16,50,Queen of Coquitlam,42
3,Langdale,Horseshoe Bay,2017,04,15,18,50,Queen of Surrey,42
3,Horseshoe Bay,Langdale,2017,03,04,16,50,Queen of Coquitlam,40
4,Swartz Bay,Fulford Harbour,2017,04,24,11,00,Skeena Queen,28
3,Horseshoe Bay,Langdale,2017,03,21,07,20,Queen of Coquitlam,48
4,Swartz Bay,Fulford Harbour,2017,02,16,11,00,Skeena Queen,32
2,Horseshoe Bay,Departure Bay,2017,02,15,17,00,Queen of Cowichan,100
1,Swartz Bay,Tsawwassen,2017,02,25,15,00,Coastal Celebration,90
3,Langdale,Horseshoe Bay,2017,04,24,06,20,Queen of Surrey,40
1,Tsawwassen,Swartz Bay,2017,04,30,17,00,Spirit of Vancouver Island,96
2,Horseshoe Bay,Departure Bay,2017,04,09,21,00,Queen of Cowichan,108
8,Horseshoe Bay,Bowen Island,2017,04,25,09,00,Queen of Capilano,28
3,Langdale,Horseshoe Bay,2017,03,01,09,25,Queen of Coquitlam,37
3,Langdale,Horseshoe Bay,2017,04,27,18,50,Queen of Surrey,84
8,Horseshoe Bay,Bowen Island,2017,02,19,14,25,Queen of Capilano,19
8,Horseshoe Bay,Bowen Island,2017,04,19,09,00,Queen of Capilano,26
2,Horseshoe Bay,Departure Bay,2017,04,11,21,00,Queen of Cowichan,96
1,Tsawwassen,Swartz Bay,2017,04,09,07,00,Spirit of British Columbia,100
8,Horseshoe Bay,Bowen Island,2017,02,18,17,30,Queen of Capilano,24
30,Tsawwassen,Duke Point,2017,04,17,05,15,Queen of Alberni,121
4,Swartz Bay,Fulford Harbour,2017,02,27,11,00,Skeena Queen,34
30,Duke Point,Tsawwassen,2017,04,20,05,15,Coastal Renaissance,123
2,Horseshoe Bay,Departure Bay,2017,02,20,15,00,Queen of Oak Bay,98
3,Horseshoe Bay,Langdale,2017,03,06,16,50,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,03,17,20,30,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2017,02,17,21,00,Coastal Renaissance,80
3,Langdale,Horseshoe Bay,2017,02,06,19,50,Queen of Coquitlam,42
2,Departure Bay,Horseshoe Bay,2017,04,11,10,30,Queen of Cowichan,98
8,Horseshoe Bay,Bowen Island,2017,02,18,14,25,Queen of Capilano,25
2,Departure Bay,Horseshoe Bay,2017,02,28,15,00,Queen of Cowichan,96
2,Horseshoe Bay,Departure Bay,2017,02,28,12,30,Queen of Cowichan,104
3,Horseshoe Bay,Langdale,2017,04,11,17,50,Queen of Surrey,48
8,Horseshoe Bay,Bowen Island,2017,02,13,14,25,Queen of Capilano,19
3,Horseshoe Bay,Langdale,2017,04,14,11,30,Queen of Surrey,48
8,Horseshoe Bay,Bowen Island,2017,02,10,07,00,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2017,02,16,13,35,Queen of Coquitlam,37
30,Duke Point,Tsawwassen,2017,04,19,17,45,Queen of Alberni,117
8,Horseshoe Bay,Bowen Island,2017,04,04,07,00,Queen of Capilano,16
30,Duke Point,Tsawwassen,2017,03,07,20,15,Coastal Inspiration,125
2,Departure Bay,Horseshoe Bay,2017,03,24,19,00,Queen of Cowichan,132
4,Swartz Bay,Fulford Harbour,2017,02,02,11,00,Queen of Cumberland,28
1,Swartz Bay,Tsawwassen,2017,02,26,19,00,Coastal Celebration,104
8,Horseshoe Bay,Bowen Island,2017,04,26,11,00,Queen of Capilano,26
8,Horseshoe Bay,Bowen Island,2017,02,04,21,30,Queen of Capilano,20
30,Duke Point,Tsawwassen,2017,02,06,15,15,Coastal Inspiration,127
30,Duke Point,Tsawwassen,2017,03,21,12,45,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2017,02,25,08,20,Queen of Coquitlam,40
30,Tsawwassen,Duke Point,2017,02,11,12,45,Coastal Inspiration,123
1,Tsawwassen,Swartz Bay,2017,04,18,13,00,Spirit of Vancouver Island,88
3,Langdale,Horseshoe Bay,2017,02,21,08,25,Queen of Surrey,43
4,Swartz Bay,Fulford Harbour,2017,04,18,11,00,Skeena Queen,28
8,Horseshoe Bay,Bowen Island,2017,03,02,16,30,Queen of Capilano,32
1,Tsawwassen,Swartz Bay,2017,04,21,07,00,Spirit of British Columbia,92
3,Langdale,Horseshoe Bay,2017,03,08,14,45,Queen of Surrey,37
2,Horseshoe Bay,Departure Bay,2017,03,26,10,30,Queen of Oak Bay,100
2,Horseshoe Bay,Departure Bay,2017,03,23,21,00,Queen of Cowichan,100
30,Tsawwassen,Duke Point,2017,02,04,15,15,Queen of New Westminster,123
2,Departure Bay,Horseshoe Bay,2017,04,16,12,30,Queen of Oak Bay,110
1,Swartz Bay,Tsawwassen,2017,03,27,19,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2017,04,23,08,00,Queen of Capilano,16
1,Swartz Bay,Tsawwassen,2017,04,08,19,00,Spirit of Vancouver Island,102
1,Swartz Bay,Tsawwassen,2017,03,20,13,00,Spirit of British Columbia,96
1,Tsawwassen,Swartz Bay,2017,04,25,17,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2017,02,13,21,30,Queen of Capilano,28
8,Horseshoe Bay,Bowen Island,2017,03,28,08,00,Queen of Capilano,28
30,Tsawwassen,Duke Point,2017,03,04,12,45,Coastal Inspiration,121
2,Departure Bay,Horseshoe Bay,2017,03,31,17,00,Queen of Oak Bay,114
3,Langdale,Horseshoe Bay,2017,02,25,07,20,Queen of Coquitlam,40
4,Swartz Bay,Fulford Harbour,2017,03,11,17,00,Skeena Queen,34
3,Langdale,Horseshoe Bay,2017,03,17,14,45,Queen of Surrey,49
8,Horseshoe Bay,Bowen Island,2017,02,24,10,00,Queen of Capilano,28
2,Departure Bay,Horseshoe Bay,2017,04,08,15,00,Queen of Cowichan,106
3,Langdale,Horseshoe Bay,2017,04,02,20,10,Island Sky,46
3,Horseshoe Bay,Langdale,2017,04,06,21,45,Queen of Coquitlam,37
2,Departure Bay,Horseshoe Bay,2017,03,25,15,00,Queen of Cowichan,96
3,Horseshoe Bay,Langdale,2017,03,31,07,20,Queen of Coquitlam,36
30,Duke Point,Tsawwassen,2017,04,14,07,45,Queen of Alberni,113
3,Langdale,Horseshoe Bay,2017,03,19,17,50,Queen of Coquitlam,42
8,Horseshoe Bay,Bowen Island,2017,03,15,10,00,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2017,02,02,15,30,Queen of Capilano,20
1,Tsawwassen,Swartz Bay,2017,04,14,07,00,Spirit of British Columbia,92
3,Horseshoe Bay,Langdale,2017,02,09,11,30,Queen of Surrey,42
2,Departure Bay,Horseshoe Bay,2017,03,31,15,00,Queen of Cowichan,102
30,Duke Point,Tsawwassen,2017,03,19,15,15,Coastal Inspiration,123
30,Tsawwassen,Duke Point,2017,04,21,10,15,Queen of Alberni,118
30,Duke Point,Tsawwassen,2017,04,26,22,45,Queen of Alberni,120
2,Horseshoe Bay,Departure Bay,2017,04,13,21,00,Coastal Renaissance,122
8,Horseshoe Bay,Bowen Island,2017,03,02,17,30,Queen of Capilano,38
30,Duke Point,Tsawwassen,2017,03,15,07,45,Queen of Alberni,119
30,Tsawwassen,Duke Point,2017,04,06,20,15,Queen of Alberni,117
1,Swartz Bay,Tsawwassen,2017,03,26,23,00,Coastal Renaissance,103
3,Horseshoe Bay,Langdale,2017,03,09,13,35,Queen of Surrey,39
30,Duke Point,Tsawwassen,2017,03,31,07,45,Queen of Alberni,119
4,Swartz Bay,Fulford Harbour,2017,03,02,09,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2017,02,27,10,15,Queen of Alberni,117
30,Tsawwassen,Duke Point,2017,02,01,20,15,Queen of New Westminster,125
3,Langdale,Horseshoe Bay,2017,04,13,08,25,Queen of Surrey,43
1,Swartz Bay,Tsawwassen,2017,03,14,19,00,Spirit of Vancouver Island,96
4,Swartz Bay,Fulford Harbour,2017,03,18,21,00,Skeena Queen,31
30,Tsawwassen,Duke Point,2017,04,11,17,45,Coastal Inspiration,117
3,Horseshoe Bay,Langdale,2017,02,07,06,20,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,04,20,18,50,Queen of Surrey,96
4,Swartz Bay,Fulford Harbour,2017,04,07,13,00,Skeena Queen,32
30,Tsawwassen,Duke Point,2017,04,23,10,15,Queen of Alberni,119
3,Langdale,Horseshoe Bay,2017,03,25,15,45,Island Sky,73
2,Horseshoe Bay,Departure Bay,2017,03,08,12,30,Queen of Cowichan,100
30,Tsawwassen,Duke Point,2017,03,02,20,15,Queen of Alberni,125
2,Departure Bay,Horseshoe Bay,2017,03,18,17,00,Queen of Oak Bay,110
3,Horseshoe Bay,Langdale,2017,04,26,11,30,Queen of Surrey,40
2,Horseshoe Bay,Departure Bay,2017,03,15,21,00,Queen of Cowichan,102
8,Horseshoe Bay,Bowen Island,2017,04,06,12,00,Queen of Capilano,40
8,Horseshoe Bay,Bowen Island,2017,03,13,11,00,Queen of Capilano,16
8,Horseshoe Bay,Bowen Island,2017,02,04,14,25,Queen of Capilano,17
3,Langdale,Horseshoe Bay,2017,04,14,08,25,Queen of Surrey,37
8,Horseshoe Bay,Bowen Island,2017,04,18,06,00,Queen of Capilano,16
1,Swartz Bay,Tsawwassen,2017,03,14,17,00,Spirit of British Columbia,90
3,Langdale,Horseshoe Bay,2017,04,01,16,50,Queen of Coquitlam,38
2,Horseshoe Bay,Departure Bay,2017,04,26,15,00,Queen of Coquitlam,96
3,Langdale,Horseshoe Bay,2017,02,02,06,20,Queen of Surrey,38
4,Swartz Bay,Fulford Harbour,2017,03,16,15,00,Skeena Queen,38
30,Duke Point,Tsawwassen,2017,03,08,07,45,Queen of Alberni,123
3,Langdale,Horseshoe Bay,2017,03,11,07,20,Queen of Coquitlam,38
1,Tsawwassen,Swartz Bay,2017,04,02,07,00,Spirit of British Columbia,96
8,Horseshoe Bay,Bowen Island,2017,02,21,12,00,Queen of Capilano,40
4,Swartz Bay,Fulford Harbour,2017,03,21,21,00,Skeena Queen,34
1,Tsawwassen,Swartz Bay,2017,02,27,09,00,Coastal Celebration,92
2,Departure Bay,Horseshoe Bay,2017,04,17,17,00,Queen of Oak Bay,104
3,Langdale,Horseshoe Bay,2017,04,03,06,20,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,04,08,15,30,Queen of Capilano,16
30,Tsawwassen,Duke Point,2017,03,28,12,45,Coastal Inspiration,118
3,Langdale,Horseshoe Bay,2017,03,28,20,45,Queen of Coquitlam,37
3,Langdale,Horseshoe Bay,2017,02,27,13,35,Queen of Coquitlam,37
1,Swartz Bay,Tsawwassen,2017,02,26,12,00,Queen of New Westminster,84
1,Swartz Bay,Tsawwassen,2017,04,08,14,00,Coastal Renaissance,112
8,Horseshoe Bay,Bowen Island,2017,03,31,07,00,Queen of Capilano,16
2,Departure Bay,Horseshoe Bay,2017,03,14,10,30,Queen of Cowichan,98
3,Langdale,Horseshoe Bay,2017,02,28,15,45,Queen of Coquitlam,41
8,Horseshoe Bay,Bowen Island,2017,03,29,15,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,04,15,12,00,Queen of Capilano,22
3,Horseshoe Bay,Langdale,2017,02,21,11,30,Queen of Surrey,40
1,Tsawwassen,Swartz Bay,2017,03,26,09,00,Coastal Renaissance,88
2,Departure Bay,Horseshoe Bay,2017,02,14,06,30,Queen of Cowichan,98
30,Duke Point,Tsawwassen,2017,03,09,20,15,Coastal Inspiration,123
1,Swartz Bay,Tsawwassen,2017,03,16,21,00,Spirit of British Columbia,89
2,Horseshoe Bay,Departure Bay,2017,02,05,21,00,Queen of Cowichan,98
4,Swartz Bay,Fulford Harbour,2017,02,25,15,00,Skeena Queen,28
8,Horseshoe Bay,Bowen Island,2017,04,17,21,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,03,29,07,00,Queen of Capilano,18
30,Tsawwassen,Duke Point,2017,04,20,15,15,Queen of Alberni,125
3,Horseshoe Bay,Langdale,2017,02,26,12,30,Queen of Coquitlam,36
3,Horseshoe Bay,Langdale,2017,04,21,09,25,Queen of Surrey,40
3,Langdale,Horseshoe Bay,2017,03,14,17,50,Queen of Coquitlam,36
30,Tsawwassen,Duke Point,2017,02,04,05,15,Queen of New Westminster,121
2,Horseshoe Bay,Departure Bay,2017,03,24,08,30,Queen of Cowichan,96
3,Langdale,Horseshoe Bay,2017,04,09,10,25,Queen of Coquitlam,41
4,Swartz Bay,Fulford Harbour,2017,02,16,07,00,Skeena Queen,34
2,Departure Bay,Horseshoe Bay,2017,04,10,15,00,Queen of Cowichan,96
3,Langdale,Horseshoe Bay,2017,03,10,14,45,Queen of Surrey,37
2,Departure Bay,Horseshoe Bay,2017,03,16,10,30,Queen of Cowichan,96
8,Horseshoe Bay,Bowen Island,2017,04,06,21,30,Queen of Capilano,14
3,Langdale,Horseshoe Bay,2017,02,08,14,45,Queen of Surrey,41
3,Horseshoe Bay,Langdale,2017,04,10,21,45,Queen of Coquitlam,37
3,Langdale,Horseshoe Bay,2017,04,24,12,35,Queen of Surrey,45
3,Horseshoe Bay,Langdale,2017,02,28,14,35,Queen of Coquitlam,45
8,Horseshoe Bay,Bowen Island,2017,03,28,11,00,Queen of Capilano,46
2,Horseshoe Bay,Departure Bay,2017,03,16,10,30,Queen of Oak Bay,100
3,Langdale,Horseshoe Bay,2017,03,03,09,25,Queen of Coquitlam,37
1,Swartz Bay,Tsawwassen,2017,03,09,11,00,Coastal Celebration,90
4,Swartz Bay,Fulford Harbour,2017,03,30,21,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2017,02,07,07,20,Queen of Surrey,38
3,Langdale,Horseshoe Bay,2017,03,27,08,25,Queen of Coquitlam,47
8,Horseshoe Bay,Bowen Island,2017,03,14,14,25,Queen of Capilano,17
2,Departure Bay,Horseshoe Bay,2017,02,28,12,30,Queen of Oak Bay,102
2,Departure Bay,Horseshoe Bay,2017,04,28,10,30,Queen of Cowichan,106
1,Tsawwassen,Swartz Bay,2017,03,27,21,00,Coastal Renaissance,90
3,Langdale,Horseshoe Bay,2017,02,13,16,50,Queen of Surrey,44
2,Horseshoe Bay,Departure Bay,2017,02,11,17,00,Queen of Cowichan,110
30,Tsawwassen,Duke Point,2017,04,04,12,45,Coastal Inspiration,119
8,Horseshoe Bay,Bowen Island,2017,04,22,15,30,Queen of Capilano,28
1,Swartz Bay,Tsawwassen,2017,04,03,11,00,Coastal Renaissance,98
8,Horseshoe Bay,Bowen Island,2017,02,16,15,30,Queen of Capilano,18
2,Horseshoe Bay,Departure Bay,2017,04,06,10,30,Queen of Oak Bay,102
30,Duke Point,Tsawwassen,2017,02,28,05,15,Coastal Inspiration,123
30,Tsawwassen,Duke Point,2017,02,10,12,45,Coastal Inspiration,122
2,Horseshoe Bay,Departure Bay,2017,04,21,12,30,Queen of Cowichan,110
2,Departure Bay,Horseshoe Bay,2017,02,21,21,00,Queen of Oak Bay,100
3,Langdale,Horseshoe Bay,2017,02,09,18,50,Queen of Surrey,40
8,Horseshoe Bay,Bowen Island,2017,03,27,14,25,Queen of Capilano,17
2,Departure Bay,Horseshoe Bay,2017,03,26,15,00,Queen of Cowichan,100
3,Horseshoe Bay,Langdale,2017,02,06,09,25,Queen of Surrey,40
2,Horseshoe Bay,Departure Bay,2017,04,28,10,30,Queen of Coquitlam,110
3,Langdale,Horseshoe Bay,2017,03,02,14,45,Queen of Surrey,37
8,Horseshoe Bay,Bowen Island,2017,02,17,16,30,Queen of Capilano,18
2,Departure Bay,Horseshoe Bay,2017,02,06,15,00,Queen of Cowichan,98
1,Tsawwassen,Swartz Bay,2017,03,22,11,00,Spirit of British Columbia,92
4,Swartz Bay,Fulford Harbour,2017,04,10,17,00,Skeena Queen,38
4,Swartz Bay,Fulford Harbour,2017,04,15,09,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2017,02,10,17,45,Coastal Inspiration,123
1,Swartz Bay,Tsawwassen,2017,04,23,21,00,Spirit of British Columbia,86
30,Duke Point,Tsawwassen,2017,02,13,12,45,Queen of Alberni,115
1,Swartz Bay,Tsawwassen,2017,04,06,16,00,Queen of New Westminster,100
8,Horseshoe Bay,Bowen Island,2017,04,03,21,30,Queen of Capilano,16
4,Swartz Bay,Fulford Harbour,2017,02,19,17,00,Skeena Queen,32
2,Departure Bay,Horseshoe Bay,2017,04,15,17,00,Queen of Oak Bay,100
2,Horseshoe Bay,Departure Bay,2017,04,18,17,00,Queen of Cowichan,106
3,Langdale,Horseshoe Bay,2017,03,13,07,20,Queen of Coquitlam,38
30,Duke Point,Tsawwassen,2017,02,19,15,15,Coastal Inspiration,125
1,Swartz Bay,Tsawwassen,2017,03,14,09,00,Coastal Renaissance,92
3,Langdale,Horseshoe Bay,2017,02,07,14,45,Queen of Surrey,39
3,Langdale,Horseshoe Bay,2017,04,05,15,45,Island Sky,45
3,Horseshoe Bay,Langdale,2017,02,22,12,30,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,04,06,19,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,03,16,15,30,Queen of Capilano,18
1,Tsawwassen,Swartz Bay,2017,03,24,21,00,Coastal Renaissance,96
3,Langdale,Horseshoe Bay,2017,02,21,19,50,Queen of Coquitlam,40
8,Horseshoe Bay,Bowen Island,2017,02,21,17,30,Queen of Capilano,18
30,Tsawwassen,Duke Point,2017,02,17,15,15,Queen of Alberni,117
1,Swartz Bay,Tsawwassen,2017,02,22,07,00,Coastal Celebration,92
3,Horseshoe Bay,Langdale,2017,03,04,13,35,Queen of Surrey,37
30,Duke Point,Tsawwassen,2017,04,27,05,15,Coastal Renaissance,127
8,Horseshoe Bay,Bowen Island,2017,04,21,17,30,Queen of Capilano,46
8,Horseshoe Bay,Bowen Island,2017,04,18,11,00,Queen of Capilano,48
2,Horseshoe Bay,Departure Bay,2017,04,25,15,00,Queen of Coquitlam,96
8,Horseshoe Bay,Bowen Island,2017,04,15,11,00,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2017,02,07,07,20,Queen of Coquitlam,40
1,Tsawwassen,Swartz Bay,2017,04,03,21,00,Coastal Renaissance,82
8,Horseshoe Bay,Bowen Island,2017,04,25,16,30,Queen of Capilano,16
30,Duke Point,Tsawwassen,2017,03,31,10,15,Coastal Inspiration,121
1,Tsawwassen,Swartz Bay,2017,03,13,11,00,Coastal Renaissance,92
4,Swartz Bay,Fulford Harbour,2017,04,21,19,00,Skeena Queen,36
1,Swartz Bay,Tsawwassen,2017,02,24,19,00,Coastal Celebration,98
1,Tsawwassen,Swartz Bay,2017,02,09,21,00,Coastal Celebration,98
8,Horseshoe Bay,Bowen Island,2017,02,16,06,00,Queen of Capilano,18
2,Departure Bay,Horseshoe Bay,2017,04,17,19,00,Coastal Renaissance,108
2,Departure Bay,Horseshoe Bay,2017,04,15,19,00,Coastal Renaissance,110
2,Horseshoe Bay,Departure Bay,2017,02,14,17,00,Queen of Cowichan,98
